cEE,cH2,cNG,cCO2,TRL,Technology
0.075,0.025,0.1,80,low: 3 - 4,8
0.075,0.025,0.1,150,low: 3 - 4,8
0.075,0.025,0.1,250,low: 3 - 4,8
0.075,0.025,0.1,350,low: 3 - 4,8
0.075,0.05,0.01,80,low: 3 - 4,8
0.075,0.05,0.01,150,Medium: 6 - 7,4
0.075,0.05,0.01,250,Medium: 6 - 7,4
0.075,0.05,0.01,350,Medium: 6 - 7,4
0.075,0.05,0.035,80,Medium: 6 - 7,3
0.075,0.05,0.035,150,Medium: 6 - 7,4
0.075,0.05,0.035,250,Medium: 6 - 7,4
0.075,0.05,0.035,350,Medium: 6 - 7,4
0.075,0.05,0.075,80,low: 3 - 4,7
0.075,0.05,0.075,150,low: 3 - 4,8
0.075,0.05,0.075,250,low: 3 - 4,8
0.075,0.05,0.075,350,low: 3 - 4,8
0.075,0.05,0.1,80,low: 3 - 4,7
0.075,0.05,0.1,150,low: 3 - 4,8
0.075,0.05,0.1,250,low: 3 - 4,8
0.075,0.05,0.1,350,low: 3 - 4,8
0.075,0.075,0.01,80,Medium: 6 - 7,4
0.075,0.075,0.01,150,Medium: 6 - 7,4
0.075,0.075,0.01,250,Medium: 6 - 7,4
0.075,0.075,0.01,350,Medium: 6 - 7,4
0.075,0.075,0.035,80,Medium: 6 - 7,3
0.075,0.075,0.035,150,Medium: 6 - 7,4
0.075,0.075,0.035,250,Medium: 6 - 7,4
0.075,0.075,0.035,350,Medium: 6 - 7,4
0.075,0.075,0.075,80,Medium: 6 - 7,5
0.075,0.075,0.075,150,Medium: 6 - 7,6
0.075,0.075,0.075,250,Medium: 6 - 7,6
0.075,0.075,0.075,350,Medium: 6 - 7,6
0.075,0.075,0.1,80,Medium: 6 - 7,5
0.075,0.075,0.1,150,Medium: 6 - 7,6
0.075,0.075,0.1,250,Medium: 6 - 7,6
0.075,0.075,0.1,350,Medium: 6 - 7,6
0.075,0.1,0.01,80,Medium: 6 - 7,4
0.075,0.1,0.01,150,Medium: 6 - 7,4
0.075,0.1,0.01,250,Medium: 6 - 7,4
0.075,0.1,0.01,350,Medium: 6 - 7,4
0.075,0.1,0.035,80,Medium: 6 - 7,3
0.075,0.1,0.035,150,Medium: 6 - 7,4
0.075,0.1,0.035,250,Medium: 6 - 7,4
0.075,0.1,0.035,350,Medium: 6 - 7,4
0.075,0.1,0.075,80,Medium: 6 - 7,5
0.075,0.1,0.075,150,Medium: 6 - 7,6
0.075,0.1,0.075,250,Medium: 6 - 7,6
0.075,0.1,0.075,350,Medium: 6 - 7,6
0.075,0.1,0.1,80,Medium: 6 - 7,5
0.075,0.1,0.1,150,Medium: 6 - 7,6
0.075,0.1,0.1,250,Medium: 6 - 7,6
0.075,0.1,0.1,350,Medium: 6 - 7,6
0.075,0.125,0.01,80,Medium: 6 - 7,4
0.075,0.125,0.01,150,Medium: 6 - 7,4
0.075,0.125,0.01,250,Medium: 6 - 7,4
0.075,0.125,0.01,350,Medium: 6 - 7,4
0.075,0.125,0.035,80,Medium: 6 - 7,3
0.075,0.125,0.035,150,Medium: 6 - 7,4
0.075,0.125,0.035,250,Medium: 6 - 7,4
0.075,0.125,0.035,350,Medium: 6 - 7,4
0.075,0.125,0.075,80,Medium: 6 - 7,5
0.075,0.125,0.075,150,Medium: 6 - 7,6
0.075,0.125,0.075,250,Medium: 6 - 7,6
0.075,0.125,0.075,350,Medium: 6 - 7,6
0.075,0.125,0.1,80,Medium: 6 - 7,5
0.075,0.125,0.1,150,Medium: 6 - 7,6
0.075,0.125,0.1,250,Medium: 6 - 7,6
0.075,0.125,0.1,350,Medium: 6 - 7,6
0.075,0.15,0.01,80,Medium: 6 - 7,4
0.075,0.15,0.01,150,Medium: 6 - 7,4
0.075,0.15,0.01,250,Medium: 6 - 7,4
0.075,0.15,0.01,350,Medium: 6 - 7,4
0.075,0.15,0.035,80,Medium: 6 - 7,3
0.075,0.15,0.035,150,Medium: 6 - 7,4
0.075,0.15,0.035,250,Medium: 6 - 7,4
0.075,0.15,0.035,350,Medium: 6 - 7,4
0.075,0.15,0.075,80,Medium: 6 - 7,5
0.075,0.15,0.075,150,Medium: 6 - 7,6
0.075,0.15,0.075,250,Medium: 6 - 7,6
0.075,0.15,0.075,350,Medium: 6 - 7,6
0.075,0.15,0.1,80,Medium: 6 - 7,5
0.075,0.15,0.1,150,Medium: 6 - 7,6
0.075,0.15,0.1,250,Medium: 6 - 7,6
0.075,0.15,0.1,350,Medium: 6 - 7,6
0.075,0.175,0.01,80,Medium: 6 - 7,4
0.075,0.175,0.01,150,Medium: 6 - 7,4
0.075,0.175,0.01,250,Medium: 6 - 7,4
0.075,0.175,0.01,350,Medium: 6 - 7,4
0.075,0.175,0.035,80,Medium: 6 - 7,3
0.075,0.175,0.035,150,Medium: 6 - 7,4
0.075,0.175,0.035,250,Medium: 6 - 7,4
0.075,0.175,0.035,350,Medium: 6 - 7,4
0.075,0.175,0.075,80,Medium: 6 - 7,5
0.075,0.175,0.075,150,Medium: 6 - 7,6
0.075,0.175,0.075,250,Medium: 6 - 7,6
0.075,0.175,0.075,350,Medium: 6 - 7,6
0.075,0.175,0.1,80,Medium: 6 - 7,5
0.075,0.175,0.1,150,Medium: 6 - 7,6
0.075,0.175,0.1,250,Medium: 6 - 7,6
0.075,0.175,0.1,350,Medium: 6 - 7,6
0.075,0.2,0.01,80,Medium: 6 - 7,4
0.075,0.2,0.01,150,Medium: 6 - 7,4
0.075,0.2,0.01,250,Medium: 6 - 7,4
0.075,0.2,0.01,350,Medium: 6 - 7,4
0.075,0.2,0.035,80,Medium: 6 - 7,3
0.075,0.2,0.035,150,Medium: 6 - 7,4
0.075,0.2,0.035,250,Medium: 6 - 7,4
0.075,0.2,0.035,350,Medium: 6 - 7,4
0.075,0.2,0.075,80,Medium: 6 - 7,5
0.075,0.2,0.075,150,Medium: 6 - 7,6
0.075,0.2,0.075,250,Medium: 6 - 7,6
0.075,0.2,0.075,350,Medium: 6 - 7,6
0.075,0.2,0.1,80,Medium: 6 - 7,5
0.075,0.2,0.1,150,Medium: 6 - 7,6
0.075,0.2,0.1,250,Medium: 6 - 7,6
0.075,0.2,0.1,350,Medium: 6 - 7,6
0.1,0.001,0.01,80,High: 8,2
0.1,0.001,0.01,150,low: 3 - 4,8
0.1,0.001,0.01,250,low: 3 - 4,8
0.1,0.001,0.01,350,low: 3 - 4,8
0.1,0.001,0.035,80,low: 3 - 4,8
0.1,0.001,0.035,150,low: 3 - 4,8
0.1,0.001,0.035,250,low: 3 - 4,8
0.1,0.001,0.035,350,low: 3 - 4,8
0.1,0.001,0.075,80,low: 3 - 4,8
0.1,0.001,0.075,150,low: 3 - 4,8
0.1,0.001,0.075,250,low: 3 - 4,8
0.1,0.001,0.075,350,low: 3 - 4,8
0.1,0.001,0.1,80,low: 3 - 4,8
0.1,0.001,0.1,150,low: 3 - 4,8
0.1,0.001,0.1,250,low: 3 - 4,8
0.1,0.001,0.1,350,low: 3 - 4,8
0.1,0.005,0.01,80,low: 3 - 4,8
0.1,0.005,0.01,150,low: 3 - 4,8
0.1,0.005,0.01,250,low: 3 - 4,8
0.1,0.005,0.01,350,low: 3 - 4,8
0.1,0.005,0.035,80,low: 3 - 4,8
0.1,0.005,0.035,150,low: 3 - 4,8
0.1,0.005,0.035,250,low: 3 - 4,8
0.1,0.005,0.035,350,low: 3 - 4,8
0.1,0.005,0.075,80,low: 3 - 4,8
0.1,0.005,0.075,150,low: 3 - 4,8
0.1,0.005,0.075,250,low: 3 - 4,8
0.1,0.005,0.075,350,low: 3 - 4,8
0.1,0.005,0.1,80,low: 3 - 4,8
0.1,0.005,0.1,150,low: 3 - 4,8
0.1,0.005,0.1,250,low: 3 - 4,8
0.1,0.005,0.1,350,low: 3 - 4,8
0.1,0.01,0.01,80,low: 3 - 4,8
0.1,0.01,0.01,150,low: 3 - 4,8
0.1,0.01,0.01,250,low: 3 - 4,8
0.1,0.01,0.01,350,low: 3 - 4,8
0.1,0.01,0.035,80,low: 3 - 4,8
0.1,0.01,0.035,150,low: 3 - 4,8
0.1,0.01,0.035,250,low: 3 - 4,8
0.1,0.01,0.035,350,low: 3 - 4,8
0.1,0.01,0.075,80,low: 3 - 4,8
0.1,0.01,0.075,150,low: 3 - 4,8
0.1,0.01,0.075,250,low: 3 - 4,8
0.1,0.01,0.075,350,low: 3 - 4,8
0.1,0.01,0.1,80,low: 3 - 4,8
0.1,0.01,0.1,150,low: 3 - 4,8
0.1,0.01,0.1,250,low: 3 - 4,8
0.1,0.01,0.1,350,low: 3 - 4,8
0.1,0.025,0.01,80,low: 3 - 4,8
0.1,0.025,0.01,150,low: 3 - 4,8
0.1,0.025,0.01,250,low: 3 - 4,8
0.1,0.025,0.01,350,low: 3 - 4,8
0.1,0.025,0.035,80,low: 3 - 4,8
0.1,0.025,0.035,150,low: 3 - 4,8
0.1,0.025,0.035,250,low: 3 - 4,8
0.1,0.025,0.035,350,low: 3 - 4,8
0.1,0.025,0.075,80,low: 3 - 4,8
0.1,0.025,0.075,150,low: 3 - 4,8
0.1,0.025,0.075,250,low: 3 - 4,8
0.1,0.025,0.075,350,low: 3 - 4,8
0.1,0.025,0.1,80,low: 3 - 4,8
0.1,0.025,0.1,150,low: 3 - 4,8
0.1,0.025,0.1,250,low: 3 - 4,8
0.1,0.025,0.1,350,low: 3 - 4,8
0.1,0.05,0.01,80,low: 3 - 4,8
0.1,0.05,0.01,150,High: 8,2
0.1,0.05,0.01,250,Medium: 6 - 7,4
0.1,0.05,0.01,350,Medium: 6 - 7,4
0.1,0.05,0.035,80,Medium: 6 - 7,3
0.1,0.05,0.035,150,Medium: 6 - 7,4
0.1,0.05,0.035,250,Medium: 6 - 7,4
0.1,0.05,0.035,350,low: 3 - 4,8
0.1,0.05,0.075,80,low: 3 - 4,7
0.1,0.05,0.075,150,low: 3 - 4,8
0.1,0.05,0.075,250,low: 3 - 4,8
0.1,0.05,0.075,350,low: 3 - 4,8
0.1,0.05,0.1,80,low: 3 - 4,7
0.1,0.05,0.1,150,low: 3 - 4,8
0.1,0.05,0.1,250,low: 3 - 4,8
0.1,0.05,0.1,350,low: 3 - 4,8
0.1,0.075,0.01,80,High: 8,2
0.1,0.075,0.01,150,High: 8,2
0.1,0.075,0.01,250,Medium: 6 - 7,4
0.1,0.075,0.01,350,Medium: 6 - 7,4
0.1,0.075,0.035,80,Medium: 6 - 7,3
0.1,0.075,0.035,150,Medium: 6 - 7,4
0.1,0.075,0.035,250,Medium: 6 - 7,4
0.1,0.075,0.035,350,Medium: 6 - 7,4
0.1,0.075,0.075,80,Medium: 6 - 7,3
0.1,0.075,0.075,150,Medium: 6 - 7,4
0.1,0.075,0.075,250,Medium: 6 - 7,4
0.1,0.075,0.075,350,Medium: 6 - 7,6
0.1,0.075,0.1,80,Medium: 6 - 7,5
0.1,0.075,0.1,150,Medium: 6 - 7,6
0.1,0.075,0.1,250,Medium: 6 - 7,6
0.1,0.075,0.1,350,Medium: 6 - 7,6
0.1,0.1,0.01,80,High: 8,2
0.1,0.1,0.01,150,High: 8,2
0.1,0.1,0.01,250,Medium: 6 - 7,4
0.1,0.1,0.01,350,Medium: 6 - 7,4
0.1,0.1,0.035,80,Medium: 6 - 7,3
0.1,0.1,0.035,150,Medium: 6 - 7,4
0.1,0.1,0.035,250,Medium: 6 - 7,4
0.1,0.1,0.035,350,Medium: 6 - 7,4
0.1,0.1,0.075,80,Medium: 6 - 7,3
0.1,0.1,0.075,150,Medium: 6 - 7,3
0.1,0.1,0.075,250,Medium: 6 - 7,4
0.1,0.1,0.075,350,Medium: 6 - 7,6
0.1,0.1,0.1,80,Medium: 6 - 7,5
0.1,0.1,0.1,150,Medium: 6 - 7,5
0.1,0.1,0.1,250,Medium: 6 - 7,6
0.1,0.1,0.1,350,Medium: 6 - 7,6
0.1,0.125,0.01,80,High: 8,2
0.1,0.125,0.01,150,High: 8,2
0.1,0.125,0.01,250,Medium: 6 - 7,4
0.1,0.125,0.01,350,Medium: 6 - 7,4
0.1,0.125,0.035,80,Medium: 6 - 7,3
0.1,0.125,0.035,150,Medium: 6 - 7,4
0.1,0.125,0.035,250,Medium: 6 - 7,4
0.1,0.125,0.035,350,Medium: 6 - 7,4
0.1,0.125,0.075,80,Medium: 6 - 7,3
0.1,0.125,0.075,150,Medium: 6 - 7,3
0.1,0.125,0.075,250,Medium: 6 - 7,4
0.1,0.125,0.075,350,Medium: 6 - 7,6
0.1,0.125,0.1,80,Medium: 6 - 7,5
0.1,0.125,0.1,150,Medium: 6 - 7,5
0.1,0.125,0.1,250,Medium: 6 - 7,6
0.1,0.125,0.1,350,Medium: 6 - 7,6
0.1,0.15,0.01,80,High: 8,2
0.1,0.15,0.01,150,High: 8,2
0.1,0.15,0.01,250,Medium: 6 - 7,4
0.1,0.15,0.01,350,Medium: 6 - 7,4
0.1,0.15,0.035,80,Medium: 6 - 7,3
0.1,0.15,0.035,150,Medium: 6 - 7,4
0.1,0.15,0.035,250,Medium: 6 - 7,4
0.1,0.15,0.035,350,Medium: 6 - 7,4
0.1,0.15,0.075,80,Medium: 6 - 7,3
0.1,0.15,0.075,150,Medium: 6 - 7,3
0.1,0.15,0.075,250,Medium: 6 - 7,4
0.1,0.15,0.075,350,Medium: 6 - 7,6
0.1,0.15,0.1,80,Medium: 6 - 7,5
0.1,0.15,0.1,150,Medium: 6 - 7,5
0.1,0.15,0.1,250,Medium: 6 - 7,6
0.1,0.15,0.1,350,Medium: 6 - 7,6
0.1,0.175,0.01,80,High: 8,2
0.1,0.175,0.01,150,High: 8,2
0.1,0.175,0.01,250,Medium: 6 - 7,4
0.1,0.175,0.01,350,Medium: 6 - 7,4
0.1,0.175,0.035,80,Medium: 6 - 7,3
0.1,0.175,0.035,150,Medium: 6 - 7,4
0.1,0.175,0.035,250,Medium: 6 - 7,4
0.1,0.175,0.035,350,Medium: 6 - 7,4
0.1,0.175,0.075,80,Medium: 6 - 7,3
0.1,0.175,0.075,150,Medium: 6 - 7,3
0.1,0.175,0.075,250,Medium: 6 - 7,4
0.1,0.175,0.075,350,Medium: 6 - 7,6
0.1,0.175,0.1,80,Medium: 6 - 7,5
0.1,0.175,0.1,150,Medium: 6 - 7,5
0.1,0.175,0.1,250,Medium: 6 - 7,6
0.1,0.175,0.1,350,Medium: 6 - 7,6
0.1,0.2,0.01,80,High: 8,2
0.1,0.2,0.01,150,High: 8,2
0.1,0.2,0.01,250,Medium: 6 - 7,4
0.1,0.2,0.01,350,Medium: 6 - 7,4
0.1,0.2,0.035,80,Medium: 6 - 7,3
0.1,0.2,0.035,150,Medium: 6 - 7,4
0.1,0.2,0.035,250,Medium: 6 - 7,4
0.1,0.2,0.035,350,Medium: 6 - 7,4
0.1,0.2,0.075,80,Medium: 6 - 7,3
0.1,0.2,0.075,150,Medium: 6 - 7,3
0.1,0.2,0.075,250,Medium: 6 - 7,4
0.1,0.2,0.075,350,Medium: 6 - 7,6
0.1,0.2,0.1,80,Medium: 6 - 7,5
0.1,0.2,0.1,150,Medium: 6 - 7,5
0.1,0.2,0.1,250,Medium: 6 - 7,6
0.1,0.2,0.1,350,Medium: 6 - 7,6
0.125,0.001,0.01,80,High: 8,2
0.125,0.001,0.01,150,low: 3 - 4,8
0.125,0.001,0.01,250,low: 3 - 4,8
0.125,0.001,0.01,350,low: 3 - 4,8
0.125,0.001,0.035,80,low: 3 - 4,8
0.125,0.001,0.035,150,low: 3 - 4,8
0.125,0.001,0.035,250,low: 3 - 4,8
0.125,0.001,0.035,350,low: 3 - 4,8
0.125,0.001,0.075,80,low: 3 - 4,8
0.125,0.001,0.075,150,low: 3 - 4,8
0.125,0.001,0.075,250,low: 3 - 4,8
0.125,0.001,0.075,350,low: 3 - 4,8
0.125,0.001,0.1,80,low: 3 - 4,8
0.125,0.001,0.1,150,low: 3 - 4,8
0.125,0.001,0.1,250,low: 3 - 4,8
0.125,0.001,0.1,350,low: 3 - 4,8
0.125,0.005,0.01,80,low: 3 - 4,8
0.125,0.005,0.01,150,low: 3 - 4,8
0.125,0.005,0.01,250,low: 3 - 4,8
0.125,0.005,0.01,350,low: 3 - 4,8
0.125,0.005,0.035,80,low: 3 - 4,8
0.125,0.005,0.035,150,low: 3 - 4,8
0.125,0.005,0.035,250,low: 3 - 4,8
0.125,0.005,0.035,350,low: 3 - 4,8
0.125,0.005,0.075,80,low: 3 - 4,8
0.125,0.005,0.075,150,low: 3 - 4,8
0.125,0.005,0.075,250,low: 3 - 4,8
0.125,0.005,0.075,350,low: 3 - 4,8
0.125,0.005,0.1,80,low: 3 - 4,8
0.125,0.005,0.1,150,low: 3 - 4,8
0.125,0.005,0.1,250,low: 3 - 4,8
0.125,0.005,0.1,350,low: 3 - 4,8
0.125,0.01,0.01,80,low: 3 - 4,8
0.125,0.01,0.01,150,low: 3 - 4,8
0.125,0.01,0.01,250,low: 3 - 4,8
0.125,0.01,0.01,350,low: 3 - 4,8
0.125,0.01,0.035,80,low: 3 - 4,8
0.125,0.01,0.035,150,low: 3 - 4,8
0.125,0.01,0.035,250,low: 3 - 4,8
0.125,0.01,0.035,350,low: 3 - 4,8
0.125,0.01,0.075,80,low: 3 - 4,8
0.125,0.01,0.075,150,low: 3 - 4,8
0.125,0.01,0.075,250,low: 3 - 4,8
0.125,0.01,0.075,350,low: 3 - 4,8
0.125,0.01,0.1,80,low: 3 - 4,8
0.125,0.01,0.1,150,low: 3 - 4,8
0.125,0.01,0.1,250,low: 3 - 4,8
0.125,0.01,0.1,350,low: 3 - 4,8
0.125,0.025,0.01,80,low: 3 - 4,8
0.125,0.025,0.01,150,low: 3 - 4,8
0.125,0.025,0.01,250,low: 3 - 4,8
0.125,0.025,0.01,350,low: 3 - 4,8
0.125,0.025,0.035,80,low: 3 - 4,8
0.125,0.025,0.035,150,low: 3 - 4,8
0.125,0.025,0.035,250,low: 3 - 4,8
0.125,0.025,0.035,350,low: 3 - 4,8
0.125,0.025,0.075,80,low: 3 - 4,8
0.125,0.025,0.075,150,low: 3 - 4,8
0.125,0.025,0.075,250,low: 3 - 4,8
0.125,0.025,0.075,350,low: 3 - 4,8
0.125,0.025,0.1,80,low: 3 - 4,8
0.125,0.025,0.1,150,low: 3 - 4,8
0.125,0.025,0.1,250,low: 3 - 4,8
0.125,0.025,0.1,350,low: 3 - 4,8
0.125,0.05,0.01,80,low: 3 - 4,8
0.125,0.05,0.01,150,High: 8,2
0.125,0.05,0.01,250,High: 8,2
0.125,0.05,0.01,350,High: 8,2
0.125,0.05,0.035,80,low: 3 - 4,7
0.125,0.05,0.035,150,low: 3 - 4,8
0.125,0.05,0.035,250,low: 3 - 4,8
0.125,0.05,0.035,350,low: 3 - 4,8
0.125,0.05,0.075,80,low: 3 - 4,7
0.125,0.05,0.075,150,low: 3 - 4,8
0.125,0.05,0.075,250,low: 3 - 4,8
0.125,0.05,0.075,350,low: 3 - 4,8
0.125,0.05,0.1,80,low: 3 - 4,7
0.125,0.05,0.1,150,low: 3 - 4,8
0.125,0.05,0.1,250,low: 3 - 4,8
0.125,0.05,0.1,350,low: 3 - 4,8
0.125,0.075,0.01,80,High: 8,2
0.125,0.075,0.01,150,High: 8,2
0.125,0.075,0.01,250,High: 8,2
0.125,0.075,0.01,350,Medium: 6 - 7,4
0.125,0.075,0.035,80,Medium: 6 - 7,3
0.125,0.075,0.035,150,Medium: 6 - 7,4
0.125,0.075,0.035,250,Medium: 6 - 7,4
0.125,0.075,0.035,350,Medium: 6 - 7,4
0.125,0.075,0.075,80,Medium: 6 - 7,3
0.125,0.075,0.075,150,Medium: 6 - 7,4
0.125,0.075,0.075,250,Medium: 6 - 7,4
0.125,0.075,0.075,350,Medium: 6 - 7,4
0.125,0.075,0.1,80,low: 3 - 4,7
0.125,0.075,0.1,150,low: 3 - 4,8
0.125,0.075,0.1,250,low: 3 - 4,8
0.125,0.075,0.1,350,low: 3 - 4,8
0.125,0.1,0.01,80,High: 8,2
0.125,0.1,0.01,150,High: 8,2
0.125,0.1,0.01,250,High: 8,2
0.125,0.1,0.01,350,Medium: 6 - 7,4
0.125,0.1,0.035,80,Medium: 6 - 7,3
0.125,0.1,0.035,150,Medium: 6 - 7,4
0.125,0.1,0.035,250,Medium: 6 - 7,4
0.125,0.1,0.035,350,Medium: 6 - 7,4
0.125,0.1,0.075,80,Medium: 6 - 7,3
0.125,0.1,0.075,150,Medium: 6 - 7,3
0.125,0.1,0.075,250,Medium: 6 - 7,4
0.125,0.1,0.075,350,Medium: 6 - 7,4
0.125,0.1,0.1,80,Medium: 6 - 7,3
0.125,0.1,0.1,150,Medium: 6 - 7,3
0.125,0.1,0.1,250,Medium: 6 - 7,6
0.125,0.1,0.1,350,Medium: 6 - 7,6
0.125,0.125,0.01,80,High: 8,2
0.125,0.125,0.01,150,High: 8,2
0.125,0.125,0.01,250,High: 8,2
0.125,0.125,0.01,350,Medium: 6 - 7,4
0.125,0.125,0.035,80,Medium: 6 - 7,3
0.125,0.125,0.035,150,Medium: 6 - 7,4
0.125,0.125,0.035,250,Medium: 6 - 7,4
0.125,0.125,0.035,350,Medium: 6 - 7,4
0.125,0.125,0.075,80,Medium: 6 - 7,3
0.125,0.125,0.075,150,Medium: 6 - 7,3
0.125,0.125,0.075,250,Medium: 6 - 7,4
0.125,0.125,0.075,350,Medium: 6 - 7,4
0.125,0.125,0.1,80,Medium: 6 - 7,3
0.125,0.125,0.1,150,Medium: 6 - 7,3
0.125,0.125,0.1,250,Medium: 6 - 7,6
0.125,0.125,0.1,350,Medium: 6 - 7,6
0.125,0.15,0.01,80,High: 8,2
0.125,0.15,0.01,150,High: 8,2
0.125,0.15,0.01,250,High: 8,2
0.125,0.15,0.01,350,Medium: 6 - 7,4
0.125,0.15,0.035,80,Medium: 6 - 7,3
0.125,0.15,0.035,150,Medium: 6 - 7,4
0.125,0.15,0.035,250,Medium: 6 - 7,4
0.125,0.15,0.035,350,Medium: 6 - 7,4
0.125,0.15,0.075,80,Medium: 6 - 7,3
0.125,0.15,0.075,150,Medium: 6 - 7,3
0.125,0.15,0.075,250,Medium: 6 - 7,4
0.125,0.15,0.075,350,Medium: 6 - 7,4
0.125,0.15,0.1,80,Medium: 6 - 7,3
0.125,0.15,0.1,150,Medium: 6 - 7,3
0.125,0.15,0.1,250,Medium: 6 - 7,6
0.125,0.15,0.1,350,Medium: 6 - 7,6
0.125,0.175,0.01,80,High: 8,2
0.125,0.175,0.01,150,High: 8,2
0.125,0.175,0.01,250,High: 8,2
0.125,0.175,0.01,350,Medium: 6 - 7,4
0.125,0.175,0.035,80,Medium: 6 - 7,3
0.125,0.175,0.035,150,Medium: 6 - 7,4
0.125,0.175,0.035,250,Medium: 6 - 7,4
0.125,0.175,0.035,350,Medium: 6 - 7,4
0.125,0.175,0.075,80,Medium: 6 - 7,3
0.125,0.175,0.075,150,Medium: 6 - 7,3
0.125,0.175,0.075,250,Medium: 6 - 7,4
0.125,0.175,0.075,350,Medium: 6 - 7,4
0.125,0.175,0.1,80,Medium: 6 - 7,3
0.125,0.175,0.1,150,Medium: 6 - 7,3
0.125,0.175,0.1,250,Medium: 6 - 7,6
0.125,0.175,0.1,350,Medium: 6 - 7,6
0.125,0.2,0.01,80,High: 8,2
0.125,0.2,0.01,150,High: 8,2
0.125,0.2,0.01,250,High: 8,2
0.125,0.2,0.01,350,Medium: 6 - 7,4
0.125,0.2,0.035,80,Medium: 6 - 7,3
0.125,0.2,0.035,150,Medium: 6 - 7,4
0.125,0.2,0.035,250,Medium: 6 - 7,4
0.125,0.2,0.035,350,Medium: 6 - 7,4
0.125,0.2,0.075,80,Medium: 6 - 7,3
0.125,0.2,0.075,150,Medium: 6 - 7,3
0.125,0.2,0.075,250,Medium: 6 - 7,4
0.125,0.2,0.075,350,Medium: 6 - 7,4
0.125,0.2,0.1,80,Medium: 6 - 7,3
0.125,0.2,0.1,150,Medium: 6 - 7,3
0.125,0.2,0.1,250,Medium: 6 - 7,6
0.125,0.2,0.1,350,Medium: 6 - 7,6
0.15,0.001,0.01,80,High: 8,2
0.15,0.001,0.01,150,low: 3 - 4,8
0.15,0.001,0.01,250,low: 3 - 4,8
0.15,0.001,0.01,350,low: 3 - 4,8
0.15,0.001,0.035,80,low: 3 - 4,8
0.15,0.001,0.035,150,low: 3 - 4,8
0.15,0.001,0.035,250,low: 3 - 4,8
0.15,0.001,0.035,350,low: 3 - 4,8
0.15,0.001,0.075,80,low: 3 - 4,8
0.15,0.001,0.075,150,low: 3 - 4,8
0.15,0.001,0.075,250,low: 3 - 4,8
0.15,0.001,0.075,350,low: 3 - 4,8
0.15,0.001,0.1,80,low: 3 - 4,8
0.15,0.001,0.1,150,low: 3 - 4,8
0.15,0.001,0.1,250,low: 3 - 4,8
0.15,0.001,0.1,350,low: 3 - 4,8
0.15,0.005,0.01,80,low: 3 - 4,8
0.15,0.005,0.01,150,low: 3 - 4,8
0.15,0.005,0.01,250,low: 3 - 4,8
0.15,0.005,0.01,350,low: 3 - 4,8
0.15,0.005,0.035,80,low: 3 - 4,8
